,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,ROU,RUS,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2023-05-31,3216.0,,,,140.0,,,,,,745.0,,,104070.0,40913.0,,,52.0,,,,,,,,36852.0,48130.0,70.0,,45647.0,,,104659.0,,4129.0,,,,,,,,,,,,1599.0,,,706.0,65861.0,,,,,900.0,5.0,,,,,,,,1200.0,,,11.0,500.0,,2251.0,18323.0,,1012.0,,,2221.0,36507.0,,99.0,7.0,,4454.0,,1103.0,,,,,,280.0,,116.0,,,,,,,,2.0,261.0,,,10008.0,39119.0,,265.0,555.0,,,,13.0,,18000.0,9415.0,,,,137.0,104.0,,35.0,,136118.0,27270.0,,,,,,,2143.0,,875.0,76000.0,,1210214.0,,,,,316264.0,,125.0,,,,,,,,8584.0,33290.0,,,,,,,40.0,,,,1399.0,,,842.0,,,497.0,143.0,2.0,68.0,8713.0,2200.0,923.0,
2023-06-30,2910.0,,,,,,,,,,,,,65930.0,1360.0,,,20.0,,,285.0,4000.0,,,,12182.0,43668.0,,,26212.0,1208.0,2500.0,10108.0,,2980.0,,,,11400.0,,,160.0,,,,1033.0,,1492.0,,,11586.0,,,770.0,,,2.0,20.0,,,1286.0,,,,,30.0,45.0,,13549.0,,515.0,31667.0,,759.0,1908.0,,18.0,5.0,,,20.0,72.0,218.0,39.0,9.0,50.0,,,,,,,,,,,,,,,,150.0,,,10884.0,36916.0,,,59.0,,,,,,30295.0,3294.0,,,,119.0,130.0,,53074.0,,1735.0,26923.0,,,,,95.0,,151.0,51.0,60071.0,,,3902584.0,,,,496.0,70670.0,317.0,9856.0,,,,,,,,6166.0,860.0,,,,,,,,8.0,,,254.0,12061.0,,1949.0,,120.0,,307.0,,14.0,11484.0,1428.0,,
2023-07-31,11482.0,,,,200.0,,,,,,,,,113778.0,1218.0,,,,,,,3808.0,,,,28630.0,6103.0,205.0,,1058483.0,,15639.0,214737.0,,975.0,,,3.0,,,,,,,,,21500.0,15.0,,4291.0,13775.0,,,15.0,,,,120.0,3974.0,,,,22661.0,,,,,,1853.0,,878.0,41469.0,,,,,21.0,2134.0,,,17.0,,200.0,,73.0,95.0,,,,,,,90.0,,,,,,,,,852.0,,,6252.0,62917.0,,670.0,1438.0,,,,65.0,,23327.0,27803.0,,,,235.0,,,1600.0,,967.0,20928.0,,10000.0,,,16.0,,3989.0,,507.0,,,235.0,,,,5.0,45309.0,,11600.0,,,,,,,,16106.0,16183.0,,,,,,,312.0,3245.0,,,156.0,80.0,,8093.0,,,,31892.0,,,7010.0,,,
2023-08-31,,,,,604.0,,,,583.0,,,,,37281.0,315235.0,2.0,,,,,,8107.0,,,,4312.0,79945.0,97.0,1237.0,1799662.0,,4065.0,172509.0,,6180.0,,,,13044.0,40.0,,,,,2.0,3742.0,77.0,15.0,,12535.0,18192.0,,,3013.0,,,2.0,210.0,,70670.0,,,31.0,,,,,42.0,12895.0,,935.0,13883.0,8.0,854.0,10192.0,,,1516.0,,,4882.0,30.0,236.0,,895.0,10405.0,,415.0,48501.0,119.0,1310.0,,16.0,,,,,313.0,,,,1992.0,,,7254.0,87360.0,,925.0,,1101.0,,36.0,63.0,,110139.0,1395.0,,,7736.0,272.0,,,109437.0,,734.0,29646.0,,,,,1461.0,,40.0,,2500.0,,,12464.0,,,,,32746.0,,1750.0,,,,10000.0,,,,11654.0,6900.0,,,599.0,,,,104.0,1452.0,,,1071.0,,,63773.0,,,,1870.0,,,9106.0,202.0,,
2023-09-30,,586.0,,,237.0,,,5.0,,5070.0,490.0,,,15063.0,406.0,130.0,,,,,7.0,25299.0,,,,8662.0,1821.0,,387.0,1265307.0,,6115.0,110065.0,,1755.0,,,17.0,,3.0,,,,,,,80.0,2.0,,275.0,40865.0,,,,,,15.0,300.0,3149.0,,,,564.0,,,,2.0,,12792.0,,17616.0,16548.0,,1336.0,32314.0,116.0,,86.0,,,267.0,,55.0,,2046.0,258.0,,,13389.0,13765.0,57451.0,,1558.0,,,,,145695.0,,,,948.0,,,522.0,52114.0,,,4746.0,,,,1640.0,,72508.0,1725.0,,,,32.0,100.0,,20.0,26.0,1396.0,11630.0,,2000.0,,,,,64.0,,7077.0,13338.0,,44444.0,,,,43.0,27659.0,,18361.0,,,,,,,,71034.0,10797.0,,1255.0,,,,,,171.0,,,301.0,,500.0,400.0,,,,23.0,,,14871.0,6864.0,,
2023-10-31,614877.0,5911.0,,,3961.0,,300.0,1680.0,,,2920.0,,,21829.0,273000.0,,,,,,,,,,,17574.0,,,,,,1375.0,500400.0,,1606.0,,,263.0,,,,2000.0,,,71.0,,101.0,8.0,8.0,3568.0,96681.0,,,326.0,,,4098.0,,65333.0,,,,,,,,162.0,,4500.0,,979.0,1624.0,9.0,148.0,86.0,,376952.0,464.0,,,,,366.0,,25187.0,,,,53611.0,,470.0,,1142.0,,,,,,,,,6068.0,,,3819.0,53185.0,,,6321.0,,,335.0,1138.0,,91129.0,51536.0,28.0,,,1691.0,,4471.0,27.0,,2221.0,21058.0,,1303.0,,,72.0,,24937180.0,,,686.0,,18613911.0,,638.0,,302.0,93367.0,,,,,44.0,136.0,,,,227892.0,6788.0,,,,,,,,125.0,,674.0,,332.0,3226.0,4375.0,,,211.0,3473.0,483.0,,43264.0,719.0,,195.0
2023-11-30,,9077.0,,,4023.0,,,160.0,24.0,,3139.0,104.0,,100872.0,,120.0,,,,,,101093.0,,,,,,4.0,6.0,,,1953.0,2012500.0,116.0,5084.0,,,27.0,17689.0,,,,,,,50060.0,1517.0,30.0,,1310.0,387247.0,,6381.0,2891.0,,,212.0,,,,,,20.0,,,,4410.0,,13501.0,,3123.0,1031.0,,1174.0,,3700.0,80000.0,1458.0,,,,,517827.0,,,,,,12289.0,,,,4266.0,,,,,,,,,803.0,,,15964.0,213515.0,1.0,113.0,2362.0,,,,4644.0,,91529.0,129544.0,,,,310920.0,,,,,1055.0,35368.0,,13000.0,,,4.0,7767.0,29697407.0,,545.0,,,25547083.0,,,,267.0,2505559.0,,7128.0,,,,15.0,,,,18728.0,,,20.0,,,,,,196.0,,5820.0,21463.0,643.0,1211.0,,,,,7252.0,3398.0,,5290.0,300.0,15.0,8.0
2023-12-31,,44468.0,,,1323.0,,,924.0,,,2952.0,,,47397.0,,,,,,,30.0,8954.0,,,99.0,,2492.0,15.0,516.0,4300.0,,1657.0,168615.0,158426.0,514.0,,,,,,64.0,1166.0,,,,,,91.0,,8.0,24762.0,,,738.0,,,288.0,,,,,,6.0,,2207.0,,248.0,,4547.0,,18479.0,60943.0,,,5988.0,,,,,,,,2213850.0,,,,,,15664.0,,,,3125.0,,,,,,,,,30.0,,,11790.0,986417.0,,,,,,,31849.0,,51659.0,24145.0,,,11.0,,,,2203.0,,6878.0,57412.0,,,,,88.0,,1046349.0,,,,,22943411.0,,,,,1181278.0,,,,,,,,,202.0,560.0,,,,,,,,,42.0,,5600.0,7.0,183.0,66.0,2292.0,,,,,,,4541.0,5037.0,,432.0
2024-01-31,,5070.0,,,2028.0,,,169.0,,,4588.0,27.0,,41212.0,,,,,,,1708.0,76135.0,,,,,,,96.0,13213.0,,1066.0,178458.0,,3694.0,,,,,,,,,,,,,444.0,,465.0,49203.0,,5.0,743.0,,8.0,362.0,,,,,,,,1659.0,,5.0,,9426.0,,62782.0,,,,737.0,239.0,,,,,51605.0,,1133.0,,,,,,12156.0,,,,6966.0,,,,,,,47117.0,86.0,4041.0,80.0,,55808.0,54008.0,,,7702.0,,1000.0,193.0,7289.0,,22033.0,24321.0,,63.0,6.0,,,,,,5642.0,23377.0,,65.0,,,20.0,,552371.0,,1423.0,,,232546.0,,,,,15579.0,,24.0,,,,,,,,1953.0,14601.0,,,,830.0,,,,16.0,,295.0,557.0,3728.0,8.0,418.0,,,,,,,2657.0,6721.0,,2814.0
2024-02-29,2814.0,3778.0,,1807.0,375.0,,,2276.0,1.0,,4115.0,,,26028.0,1022.0,,,,,,485.0,69887.0,,,,8290.0,24.0,,4782.0,930.0,,8911.0,1149102.0,,4201.0,,,,,13.0,,1747.0,,,8.0,,629.0,1634.0,,48.0,20531.0,,9.0,71.0,,,,149.0,200.0,160.0,,,,,1539.0,,100.0,,12504.0,,12918.0,,,16961.0,,,7.0,40.0,,,,,,,,,,,5067.0,,140.0,,,,,,6.0,,,8188.0,,81.0,,,49727.0,176400.0,,,96269.0,,,21176.0,168.0,848.0,16270.0,76546.0,,,,4.0,323.0,136.0,363.0,,5713.0,21053.0,,,,,,,190.0,,,6.0,,338914.0,,,,,15564.0,,93852.0,,,,,,12.0,,22258.0,29747.0,,,,669.0,,,,1340.0,,,1502.0,420.0,,14859.0,,,,,,,1896.0,147.0,,
2024-03-31,7541.0,4599.0,,10.0,5666.0,,,483.0,,,8947.0,,,4842.0,,,,,,,7683.0,53964.0,,,,9575.0,,3.0,29.0,5452.0,,,1164614.0,,3181.0,,,,930.0,,,,,,,,,360.0,,77.0,102391.0,,230.0,90.0,,,,,,,,,9.0,,114.0,,12.0,,60303.0,,105671.0,7714.0,,17086.0,8456.0,,3.0,10.0,,,,12701.0,26244.0,,,,,,4642.0,,,,4.0,,,,,13.0,,48803.0,,548.0,202.0,,14356.0,117900.0,,,74594.0,,,18917.0,364.0,,9640.0,16819.0,,,24.0,46.0,14.0,,2502.0,,11159.0,16263.0,,14726.0,,,2.0,,157.0,,5887.0,200.0,,282478.0,,,,,62684.0,,8032.0,,,,,,56.0,,436.0,2560.0,,,283.0,,27.0,,,,,1660.0,470.0,38178.0,11786.0,402.0,360.0,,,61.0,,,3573.0,618.0,,322.0
2024-04-30,1617.0,482.0,,960.0,170.0,,,3600.0,,,13869.0,,,24400.0,,,,,,,221.0,53757.0,,,,2300.0,225.0,6.0,41.0,111291.0,9.0,520.0,348268.0,,2115.0,875.0,,,,5.0,,,,,,3785.0,19.0,517.0,,337.0,109430.0,11.0,,717.0,,,15.0,,,,,,626.0,,806.0,28.0,3.0,,31496.0,,18074.0,23639.0,5.0,6917.0,8628.0,,,19.0,,,25.0,87790.0,393951.0,1216.0,,,,,4732.0,,,,8.0,,,,,,,3746.0,69.0,850.0,,,31046.0,175000.0,,,49131.0,,645.0,2649.0,847.0,,33789.0,9865.0,,,,762.0,,2266.0,3400.0,,7876.0,8024.0,,37.0,,,,8375.0,207.0,,40966.0,20544.0,,179662.0,,11.0,,31.0,72386.0,,90776.0,,,,,,,,,5135.0,,,,,,,,130.0,,91859.0,14799.0,6496.0,23.0,2466.0,,,320.0,1223.0,,,16576.0,1474.0,,
2024-05-31,26532.0,,,,1586.0,269.0,,,,,9715.0,2.0,,44066.0,9208510.0,3.0,,,,,3.0,697537.0,,,,25598.0,10860.0,,8.0,,,3976.0,627783.0,,3051.0,2.0,,,,7.0,,421.0,,,,,,229.0,,23.0,120950.0,,,34.0,,,7.0,148.0,287.0,,,,5.0,,1176.0,,31.0,,9470.0,,30017.0,238634.0,,974.0,,1.0,350.0,694.0,,,9.0,550.0,1320460.0,295.0,,,,,2677.0,,112.0,,3223.0,,,,,,,,,861.0,,,31113.0,130943.0,,,17733.0,,,,1308.0,,1260.0,6031.0,,,,219.0,,,157.0,,2369.0,65290.0,,51827.0,,,,,1100268.0,58.0,3665.0,21939.0,,1031.0,,,,,126638.0,1.0,26594.0,,,,,,,,4242.0,3052.0,,,299.0,,11.0,,,5.0,,5922.0,44709.0,28115.0,6663.0,2903.0,,,,3.0,,,28218.0,,,
2024-06-30,,,,,13.0,,,,40.0,9.0,176.0,,,79424.0,54806.0,370.0,,,,8.0,,4495.0,400.0,,,6058.0,2375.0,688.0,3758.0,319614.0,844.0,47091.0,833577.0,,4120.0,2.0,,272.0,,318.0,2.0,4833.0,,,,,,1101.0,,2.0,721.0,,,190.0,,,,,,,,1043.0,14049.0,,12634.0,,2713.0,,1827.0,8.0,9133.0,572625.0,,7028.0,1168.0,,6.0,856.0,,,14.0,,400000.0,2260.0,,41.0,,,4265.0,22059.0,,,13387.0,,,,,,,,,8663.0,,,1879.0,116208.0,,872.0,440.0,,,,224.0,,17732.0,32083.0,11.0,,28.0,197.0,1220.0,,,2.0,1078.0,30312.0,,767.0,,,50.0,,1400399.0,5.0,100.0,,,485.0,,,,4256.0,16248.0,,7381.0,,,,2.0,,12.0,,1790.0,10563.0,,,,524.0,,,,1289.0,,,1471.0,7889.0,52.0,21098.0,,,,288.0,,,11405.0,6560.0,,
2024-07-31,4953.0,,2.0,,23.0,,,,44.0,,,16.0,3679.0,45357.0,,309.0,,,,,3557.0,7355.0,,,,20769.0,31210.0,209.0,2.0,522689.0,2011.0,486.0,353647.0,,4021.0,,,113.0,,57.0,16.0,,,,,,10.0,,,2558.0,28798.0,,,76.0,,,,,,965.0,,14.0,7035.0,3060.0,,,,7.0,3820.0,,11799.0,1325847.0,,,,,,35.0,1800.0,,1169.0,,,864.0,678.0,3946.0,,1347.0,2573.0,51000.0,224.0,,680.0,,4.0,,,,6.0,,,10795.0,,2.0,20402.0,109450.0,,,64.0,,,,394.0,,38343.0,2857.0,4.0,,,308.0,5.0,,816.0,,527.0,394199.0,,2139.0,,5000.0,2.0,,369624.0,,659.0,,,1950649.0,,,,129.0,71594.0,,48981.0,,,,7.0,,,,80.0,3269.0,,30.0,279.0,42.0,,129.0,,824.0,,,768.0,9009.0,,125816.0,,1752.0,1732.0,4674.0,,,29638.0,24053.0,,
2024-08-31,2219.0,,7.0,,11.0,,,,,,323.0,2.0,,102435.0,285063.0,,,,,,436.0,9121.0,,158.0,,19982.0,4300.0,70.0,455.0,110355.0,,1839.0,344841.0,,226.0,,,,,,12.0,,,,,,374.0,,,793.0,140679.0,,,38.0,,,,,,,,,36253.0,,,,,,2131.0,,1327.0,128316.0,,,10599.0,3.0,,145.0,,,1957.0,,56.0,19.0,2222.0,6.0,,,15291.0,,15916.0,,127.0,,,,,,,441.0,88.0,1343.0,,,18584.0,84659.0,,,1423.0,,,,1823.0,,459939.0,94676.0,,,,260.0,,,19713.0,,741.0,2647.0,,26.0,,,245.0,141.0,76858.0,7.0,145507.0,,146.0,164929.0,,,,12.0,10890.0,,800598.0,,,,,,57.0,,22925.0,12018.0,,25.0,126.0,,,,,3971.0,,,26834.0,95844.0,,7613.0,,,45.0,1178.0,,,1128.0,224.0,,
2024-09-30,820.0,1083.0,,,310.0,,,3.0,3964.0,,1604.0,,,4447.0,852.0,,,,443.0,,102.0,21699.0,,,1043.0,6175.0,103.0,,,1566178.0,,8614.0,382619.0,,1913.0,,,143.0,1059.0,,10388.0,,,,,,4969.0,808.0,,80.0,6786.0,,,137.0,,,4.0,,,5540.0,,,963.0,,5.0,,104.0,,3784.0,,10009.0,321557.0,,,,,,2582.0,,,516.0,,4479.0,,245.0,1032.0,,2082.0,1021495.0,,,,,,,,,256.0,160.0,180.0,,8215.0,21.0,,324302.0,137684.0,,,596.0,,,,11580.0,,565541.0,352443.0,241.0,,24.0,49.0,,,1170.0,17.0,4174.0,79633.0,,2177.0,45953.0,,221.0,3.0,7145.0,6424.0,24287.0,,,24440.0,564.0,,,39.0,8055.0,,51747.0,,,116.0,11.0,,,,,981774.0,,,,,,,,112.0,,,4964.0,48418.0,45.0,1055949.0,,,,132400.0,,,2100.0,,,
2024-10-31,804.0,159.0,,,98.0,,,,,67.0,3533.0,2.0,,45936.0,,,30.0,332.0,,,72.0,10758.0,,,,14665.0,22.0,,,779.0,,22586.0,433031.0,,3126.0,,,163.0,134000.0,2.0,,,,,,,,30.0,,44.0,13698.0,,9.0,1695.0,,,,,,5000.0,,,384.0,,90.0,,250.0,,25730.0,,2099.0,609828.0,,,,,,5158.0,,,,18.0,,,5729.0,,,,634709.0,,,,12300.0,,,,,,,,,22080.0,,,,28366.0,,22.0,2272.0,13625.0,,,4652.0,,3435568.0,95030.0,229.0,,,53504.0,85.0,,9.0,16.0,3603.0,5194.0,,1810.0,,,11.0,,64231.0,,99.0,,,285575.0,59667.0,,,,,,138838.0,,,,,,,,11023.0,20978.0,,80.0,,,2.0,,,288.0,,,19678.0,33018.0,,67489.0,,,,25274.0,,,132.0,3019.0,70.0,25.0
2024-11-30,,3811.0,,,266.0,,,117.0,,,1771.0,,,22717.0,,,,12.0,,162.0,32.0,6092.0,,,,1408.0,,91.0,39.0,283285.0,,15507.0,492339.0,,1635.0,,,3098.0,333659.0,,,,,,,,,,,8703.0,7160.0,,,,,2.0,1000.0,,,,4789.0,,477.0,,17.0,,16090.0,,40968.0,,4993.0,602.0,2.0,,,130.0,370.0,11.0,,,123.0,35.0,15488.0,,,71.0,,,85351.0,,,,1380.0,,,,,,,,,5450.0,,,231.0,56000.0,,,28364.0,,,1451.0,16113.0,34.0,9501.0,896708.0,2007.0,,100.0,150.0,,,2822.0,733.0,4094.0,16669.0,,400.0,,,4.0,,358.0,,22.0,,,424872.0,,,,700.0,,,63254.0,,,,,,,,62500.0,33923.0,,,,,,,,94.0,,10.0,392.0,14076.0,,18655.0,,,63.0,2649.0,,,,638.0,,161.0
2024-12-31,1000.0,2085.0,,,94.0,,,37.0,,25.0,7321.0,,,20882.0,81.0,,,,,,1291.0,8922.0,,,,39.0,,4.0,467.0,140.0,,1420.0,1286940.0,,327.0,167.0,,2187.0,,,,,,,,,,,,315.0,14033.0,,182.0,,,8.0,82.0,,,,,,100.0,,,,121.0,,15332.0,,21493.0,67208.0,,,3720.0,,,2.0,,,,,,,,,,,,,2066.0,,41177.0,,,,,,,,,3739.0,,,12658.0,62200.0,,,725584.0,,174.0,3176.0,8444.0,10.0,4546.0,348426.0,28.0,,,4.0,38.0,,,,1573.0,28284.0,,,,,,,270.0,,29.0,15015.0,,138890.0,,,,295.0,39280.0,,101497.0,,,,,,280.0,,2278000.0,57332.0,,40768.0,,,,,,,,184.0,5031.0,3021.0,8.0,15524.0,,,,61.0,4035.0,,,620.0,10.0,
2025-01-31,,,,,721.0,,,224.0,,,292.0,,,33137.0,,,,18.0,,,,,,,25.0,21331.0,,,719.0,51465.0,,5684.0,513820.0,,49372.0,,,206.0,,,,,,,,,,,,114.0,88226.0,,,1902.0,,,682.0,,266.0,,,,,,,,,,2907.0,,14197.0,257.0,8.0,,,,,2.0,,,,,,,14.0,27.0,,,,,,,2574.0,,,,,,,6081.0,190.0,1402.0,,,5320.0,42700.0,,,168554.0,,,,8765.0,1000.0,10456.0,3444.0,,,,4.0,106.0,,7.0,,3023.0,27105.0,,2175.0,20.0,,3.0,,10303.0,,106.0,,,153195.0,,,,,30567.0,,82494.0,,,,,,192.0,,25000.0,1900.0,,,,,,,,,,,139.0,3100.0,,260023.0,,,,17.0,,,588.0,803.0,,20.0
2025-02-28,1930.0,1803.0,,,5053.0,,,5520.0,,22.0,884.0,,300.0,38337.0,,,,,,,,,,,9124.0,9820.0,,,107.0,360.0,,9426.0,1412133.0,,2350.0,,,,,,,,,,,,,,,,3485.0,,1500.0,,,,69.0,,,,,,5000.0,,,,,,27347.0,,201471.0,438.0,,,,,,8.0,,,519.0,,,,14.0,1.0,,,,,,,154.0,,,,,,,42481.0,,26.0,,,2470.0,39856.0,,,9471.0,,279.0,,1510.0,,12852.0,5932.0,,,,17.0,52.0,,42.0,,,7577.0,,,,,,,40000.0,,,,,,,,,,21330.0,,88257.0,,,,,,,,,837.0,,,,,,,,,,,45.0,1711.0,,20613.0,,,,3.0,,,612.0,6937.0,,
2025-03-31,7465.0,,,,2878.0,,,1365.0,,,968.0,,800.0,15933.0,,,,20.0,,,,50572.0,,,,11756.0,390.0,10.0,,1000.0,,870.0,434090.0,,,,,,,,,,,,,,,,,2408.0,19584.0,,,,,,,,,,,,63.0,,,,,,48535.0,,21718.0,5901.0,,,,,,339.0,,,189.0,,83.0,,51.0,947.0,,,38360.0,,,,,,,,,,,110637.0,40.0,2746.0,,,2457.0,86717.0,,77.0,154174.0,,,9163.0,7666.0,,1050.0,6683.0,,,10.0,199.0,,,15035.0,,,29206.0,,,,,49.0,,327218.0,,,,,224188.0,,,,,50189.0,,75752.0,,,,,,,,45000.0,700.0,,,,,11.0,,,,,3090.0,180.0,1030.0,122.0,20492.0,,,,3.0,,,528.0,12351.0,,
2025-04-30,,1060.0,,,3.0,,,100.0,,,,,,134236.0,9.0,,,,,,,41884.0,,,,,,,7.0,266.0,,259.0,198847.0,,1894.0,,,,,,,,,,,,25.0,,,155.0,13483.0,,,,,,,,,,,,239.0,,,,,,65349.0,,16250.0,2955.0,,,,,37.0,,,,,,2633.0,,,1003.0,,,,,,,27.0,,,,,,,,,81.0,,,,18304.0,,436.0,20414.0,,,,2816.0,2689.0,,3475.0,,4.0,,130.0,3.0,,7.0,,,975.0,,,,,6.0,,242226.0,,,81.0,,738290.0,,,,,13291.0,,90714.0,,,,,,,,51000.0,,,,563.0,,,,,100000.0,,,24.0,9.0,,7866.0,,,,203.0,,,2070.0,884.0,,
2025-05-31,24.0,,,,7548.0,,,98.0,,,,,,58253.0,119.0,,,,,,,62629.0,,,,,27484.0,300.0,,232.0,,,10150.0,,,,,,,,,,,,,,,,,70.0,11389.0,,,,,,,,3000.0,,,,,,,,,,21169.0,,4020.0,216859.0,,,,,,,,,,,15229.0,,,,,,,,,,159.0,,,,,,,,,,,,,16933.0,,,2618.0,,,,216.0,,2371.0,1590.0,,,,65.0,15.0,,8175.0,,4770.0,20587.0,,13.0,,,2.0,,209171.0,,,,,657392.0,,,,,51233.0,,22980.0,,,,,,,,,6200.0,,,,,,,,,,3150.0,,62955.0,,4894.0,,,,35.0,,,1530.0,1773.0,,
